"Bucket","File","Status","Copyrights","License","Notes"
"drivers","src/drivers/win/timing.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/tracer.cpp","Stale (Driver removed)","Copyright (C) 2002 Ben Parnell","GPLv2+",""
"drivers","src/drivers/win/tracer.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/video.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/win/video.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/wave.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/win/wave.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/Win32InputBox.cpp","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/Win32InputBox.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/window.cpp","Stale (Driver removed)","Copyright (C) 2002 Xodnizel","GPLv2+",""
"drivers","src/drivers/win/window.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/zlib/adler32.c","Stale (Driver removed)","Copyright (C) 1995-2002 Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/compress.c","Stale (Driver removed)","Copyright (C) 1995-2002 Jean-loup Gailly.","Unknown/None",""
"drivers","src/drivers/win/zlib/crc32.c","Stale (Driver removed)","Copyright (C) 1995-2002 Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/deflate.c","Stale (Driver removed)","Copyright (C) 1995-2002 Jean-loup Gailly.","Unknown/None",""
"drivers","src/drivers/win/zlib/deflate.h","Stale (Driver removed)","Copyright (C) 1995-2002 Jean-loup Gailly","Unknown/None",""
"drivers","src/drivers/win/zlib/example.c","Stale (Driver removed)","Copyright (C) 1995-2002 Jean-loup Gailly.","Unknown/None",""
"drivers","src/drivers/win/zlib/gzio.c","Stale (Driver removed)","Copyright (C) 1995-2002 Jean-loup Gailly.","Unknown/None",""
"drivers","src/drivers/win/zlib/infblock.c","Stale (Driver removed)","Copyright (C) 1995-2002 Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/infblock.h","Stale (Driver removed)","Copyright (C) 1995-2002 Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/infcodes.c","Stale (Driver removed)","Copyright (C) 1995-2002 Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/infcodes.h","Stale (Driver removed)","Copyright (C) 1995-2002 Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/inffast.c","Stale (Driver removed)","Copyright (C) 1995-2002 Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/inffast.h","Stale (Driver removed)","Copyright (C) 1995-2002 Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/inffixed.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/zlib/inflate.c","Stale (Driver removed)","Copyright (C) 1995-2002 Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/inftrees.c","Stale (Driver removed)","Copyright (C) 1995-2002 Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/inftrees.h","Stale (Driver removed)","Copyright (C) 1995-2002 Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/infutil.c","Stale (Driver removed)","Copyright (C) 1995-2002 Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/infutil.h","Stale (Driver removed)","Copyright (C) 1995-2002 Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/maketree.c","Stale (Driver removed)","Copyright (C) 1995-2002 Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/trees.c","Stale (Driver removed)","Copyright (C) 1995-2002 Jean-loup Gailly","Unknown/None",""
"drivers","src/drivers/win/zlib/trees.h","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/zlib/uncompr.c","Stale (Driver removed)","Copyright (C) 1995-2002 Jean-loup Gailly.","Unknown/None",""
"drivers","src/drivers/win/zlib/unzip.c","Stale (Driver removed)","","Unknown/None",""
"drivers","src/drivers/win/zlib/unzip.h","Stale (Driver removed)","Copyright (C) 1998 Gilles Vollant","Unknown/None",""
"drivers","src/drivers/win/zlib/zconf.h","Stale (Driver removed)","Copyright (C) 1995-2002 Jean-loup Gailly.","Unknown/None",""
"drivers","src/drivers/win/zlib/zlib.h","Stale (Driver removed)","Copyright (C) 1995-2002 Jean-loup Gailly and Mark Adler","Unknown/None",""
"drivers","src/drivers/win/zlib/zutil.c","Stale (Driver removed)","Copyright (C) 1995-2002 Jean-loup Gailly.","Unknown/None",""
"drivers","src/drivers/win/zlib/zutil.h","Stale (Driver removed)","Copyright (C) 1995-2002 Jean-loup Gailly.","Unknown/None",""
"attic","src/attic/fceustr.cpp","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/fceustr.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/dface.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/dos.c","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/dos.h","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/dos-joystick.c","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/dos-joystick.h","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/dos-keyboard.c","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/dos-mouse.c","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/dos-sound.c","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/dos-sound.h","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/dos-video.c","Stale (Renamed)","Copyright (C) 1998 \Firebug\; Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/dos-video.h","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/input.c","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/input.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/keyscan.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/main.c","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/main.h","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/sdl.c","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/sdl.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/sdl-icon.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/sdl-joystick.c","Stale (Renamed)","Copyright (C) 2002 Xodnizel; Copyright (C) 2002 Paul Kuliniewicz","GPLv2+","-> src/archived/"
"attic","src/attic/pc/sdl-netplay.c","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/sdl-netplay.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/sdl-opengl.c","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/sdl-opengl.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/sdl-sound.c","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/sdl-throttle.c","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/sdl-video.c","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/sdl-video.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/throttle.c","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/throttle.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/unix-netplay.c","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/unix-netplay.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/pc/usage.h","Stale (Renamed)","Copyright (C) 2002 Xodnizel","GPLv2+","-> src/archived/"
"attic","src/attic/pc/vgatweak.c","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/sexyal/convert.c","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/sexyal/convert.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/sexyal/convertgen.c","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/sexyal/drivers/dsound.c","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/sexyal/drivers/oss.c","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/sexyal/drivers/oss.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/sexyal/drivers/osxcoreaudio.c","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/sexyal/md5.c","Stale (Renamed)","","GPL","-> src/archived/"
"attic","src/attic/sexyal/md5.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/sexyal/sexyal.c","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/sexyal/sexyal.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/sexyal/smallc.c","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/sexyal/smallc.h","Stale (Renamed)","","Unknown/None","-> src/archived/"
"attic","src/attic/soundexp.cpp","Stale (Renamed)","","Unknown/None","-> src/archived/"
"fir","src/fir/c44100ntsc.h","Stale (Renamed)","","Unknown/None","renamed -> src/archived/fir/"
"fir","src/fir/c44100pal.h","Stale (Renamed)","","Unknown/None","renamed -> src/archived/fir/"
"fir","src/fir/c48000ntsc.h","Stale (Renamed)","","Unknown/None","renamed -> src/archived/fir/"
"fir","src/fir/c48000pal.h","Stale (Renamed)","","Unknown/None","renamed -> src/archived/fir/"
"fir","src/fir/c96000ntsc.h","Stale (Renamed)","","Unknown/None","renamed -> src/archived/fir/"
"fir","src/fir/c96000pal.h","Stale (Renamed)","","Unknown/None","renamed -> src/archived/fir/"
"fir","src/fir/toh.c","Stale (Renamed)","","Unknown/None","renamed -> src/archived/fir/"
"lua","src/lua/src/lapi.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lapi.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lauxlib.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lauxlib.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lbaselib.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lcode.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lcode.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/ldblib.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/ldebug.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/ldebug.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/ldo.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/ldo.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/ldump.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lfunc.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lfunc.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lgc.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lgc.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/linit.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/liolib.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/llex.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/llex.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/llimits.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lmathlib.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lmem.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lmem.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/loadlib.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lobject.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lobject.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lopcodes.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lopcodes.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/loslib.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lparser.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lparser.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lstate.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lstate.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lstring.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lstring.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lstrlib.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/ltable.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/ltable.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/ltablib.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/ltm.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/ltm.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lua.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lua.h","Stale (Replaced by Rust)","Copyright (C) 1994-2008 Lua.org, PUC-Rio""; Copyright (C) 1994-2008 Lua.org, PUC-Rio.  All rights reserved.","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/luac.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/luaconf.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lualib.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lundump.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lundump.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lvm.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lvm.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lzio.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/lzio.h","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
"lua","src/lua/src/print.c","Stale (Replaced by Rust)","","Unknown/None","see src/rust/crates/fceux11-lua/"
